[rosmaster.main][INFO] 2017-10-09 16:07:26,723: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-10-09 16:07:26,723: Starting ROS Master Node
[rosmaster.master][INFO] 2017-10-09 16:07:36,834: +SUB [/visualization_marker] /rosbridge_websocket http://ip-172-31-19-100:35834/
[rosmaster.master][INFO] 2017-10-09 16:07:36,850: publisherUpdate[/tf2_web_republisher/goal] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:07:36,855: publisherUpdate[/tf2_web_republisher/cancel] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:08:06,792: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:37182/
[rosmaster.master][INFO] 2017-10-09 16:08:06,793: -PUB [/tf] /project2_solution http://ip-172-31-19-100:37182/
[rosmaster.master][INFO] 2017-10-09 16:08:06,796: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:33092
[rosmaster.master][INFO] 2017-10-09 16:08:06,800: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:33092
[rosmaster.master][INFO] 2017-10-09 16:08:06,807: publisherUpdate[/rosout] -> http://ip-172-31-19-100:47918/
[rosmaster.master][INFO] 2017-10-09 16:08:06,813: publisherUpdate[/tf] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:08:19,661: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:57789/
[rosmaster.master][INFO] 2017-10-09 16:08:19,674: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:57789/
[rosmaster.master][INFO] 2017-10-09 16:08:19,679: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:57789/
[rosmaster.master][INFO] 2017-10-09 16:08:19,687: +PUB [/tf] /project2_solution http://ip-172-31-19-100:57789/
[rosmaster.master][INFO] 2017-10-09 16:08:19,738: publisherUpdate[/rosout] -> http://ip-172-31-19-100:47918/
[rosmaster.master][INFO] 2017-10-09 16:08:19,739: publisherUpdate[/tf] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:09:53,834: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:57789/
[rosmaster.master][INFO] 2017-10-09 16:09:53,835: -PUB [/tf] /project2_solution http://ip-172-31-19-100:57789/
[rosmaster.master][INFO] 2017-10-09 16:09:53,838: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:37454
[rosmaster.master][INFO] 2017-10-09 16:09:53,842: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:37454
[rosmaster.master][INFO] 2017-10-09 16:09:53,897: publisherUpdate[/rosout] -> http://ip-172-31-19-100:47918/
[rosmaster.master][INFO] 2017-10-09 16:09:53,898: publisherUpdate[/tf] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:10:00,451: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:41715/
[rosmaster.master][INFO] 2017-10-09 16:10:00,464: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:41715/
[rosmaster.master][INFO] 2017-10-09 16:10:00,473: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:41715/
[rosmaster.master][INFO] 2017-10-09 16:10:00,478: +PUB [/tf] /project2_solution http://ip-172-31-19-100:41715/
[rosmaster.master][INFO] 2017-10-09 16:10:00,509: publisherUpdate[/rosout] -> http://ip-172-31-19-100:47918/
[rosmaster.master][INFO] 2017-10-09 16:10:00,517: publisherUpdate[/tf] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:10:00,990: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:41715/
[rosmaster.master][INFO] 2017-10-09 16:10:00,994: -PUB [/tf] /project2_solution http://ip-172-31-19-100:41715/
[rosmaster.master][INFO] 2017-10-09 16:10:00,998: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:59241
[rosmaster.master][INFO] 2017-10-09 16:10:01,001: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:59241
[rosmaster.master][INFO] 2017-10-09 16:10:01,022: publisherUpdate[/rosout] -> http://ip-172-31-19-100:47918/
[rosmaster.master][INFO] 2017-10-09 16:10:01,040: publisherUpdate[/tf] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:10:31,912: +PUB [/rosout] /project2_solution http://ip-172-31-19-100:53359/
[rosmaster.master][INFO] 2017-10-09 16:10:31,926: +SERVICE [/project2_solution/get_loggers] /project2_solution http://ip-172-31-19-100:53359/
[rosmaster.master][INFO] 2017-10-09 16:10:31,931: +SERVICE [/project2_solution/set_logger_level] /project2_solution http://ip-172-31-19-100:53359/
[rosmaster.master][INFO] 2017-10-09 16:10:31,935: +PUB [/tf] /project2_solution http://ip-172-31-19-100:53359/
[rosmaster.master][INFO] 2017-10-09 16:10:31,995: publisherUpdate[/rosout] -> http://ip-172-31-19-100:47918/
[rosmaster.master][INFO] 2017-10-09 16:10:32,006: publisherUpdate[/tf] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:10:34,685: -PUB [/rosout] /project2_solution http://ip-172-31-19-100:53359/
[rosmaster.master][INFO] 2017-10-09 16:10:34,689: -PUB [/tf] /project2_solution http://ip-172-31-19-100:53359/
[rosmaster.master][INFO] 2017-10-09 16:10:34,693: -SERVICE [/project2_solution/get_loggers] /project2_solution rosrpc://ip-172-31-19-100:44955
[rosmaster.master][INFO] 2017-10-09 16:10:34,696: -SERVICE [/project2_solution/set_logger_level] /project2_solution rosrpc://ip-172-31-19-100:44955
[rosmaster.master][INFO] 2017-10-09 16:10:34,715: publisherUpdate[/rosout] -> http://ip-172-31-19-100:47918/
[rosmaster.master][INFO] 2017-10-09 16:10:34,723: publisherUpdate[/tf] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:10:39,243: -PUB [/tf2_web_republisher/cancel] /rosbridge_websocket http://ip-172-31-19-100:35834/
[rosmaster.master][INFO] 2017-10-09 16:10:39,254: publisherUpdate[/tf2_web_republisher/cancel] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:10:39,256: -PUB [/tf2_web_republisher/goal] /rosbridge_websocket http://ip-172-31-19-100:35834/
[rosmaster.master][INFO] 2017-10-09 16:10:39,258: publisherUpdate[/tf2_web_republisher/goal] -> http://ip-172-31-19-100:42721/
[rosmaster.master][INFO] 2017-10-09 16:10:39,281: -SUB [/tf2_web_republisher/feedback] /rosbridge_websocket http://ip-172-31-19-100:35834/
[rosmaster.master][INFO] 2017-10-09 16:10:39,299: -SUB [/visualization_marker] /rosbridge_websocket http://ip-172-31-19-100:35834/
